pointer_offsets;pointer_value;separators;extract
0xDABF34,0xDABF3C;0x00B26C74;00 00 00 00;"@0E@03   :[@15Card name contains ""Duo""†that include this unit]@0C(Bu†During battle, if you attack with a Vanguard card...†When it hits in Vanguard, cost is applied.†You may pay. Pay and then you may continue.†Cards with ""Duo"" in their names†Choose 1 card, send it to your hand, and shuffle your deck.†then name the card with the same name as that unit†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDAD304;0x00B26F50;00 00;@0D@03   :[@15Activate this unit†Place on Soul: From the top of your deck†Look at 5 cards and pick a Grade 3 or higher card†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please.
0xDA9DB4;0x00B270C4;00 00 00 00;"@0E:Place this unit under the deck.†This unit is drawn from the deck@00appears on†When you activate this effect, you can pay the cost. Paying it...†, look at the top 4 cards of your deck.†Cards containing ""Blue Flame"" in the name†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDAB1D4;0x00B27314;00 00 00 00;"@0E@03   :[@15Your card†Vanguards containing ""ブラウ"" in their names†Attack hits your Vanguard.†When necessary, I can pay costs. After paying,†Look at the top 3 cards of your deck.†Cards containing ""Brau"" in their names†Search for 1 card, show it to your opponent, and add it to your hand†Shuffle that deck, please."
0xDA8204;0x00B27544;00 00 00 00;@0E:This unit is drawn from the deck@00with†When you summon it, your《ゴールドパラ†ディン》If there's a Vanguard here,†Look at the five cards from the top of your deck, Grey.†Level 3 or higher《ゴールドパラディン》†Search for 1 card, show it to your opponent, and add it to your hand.†Add, and shuffle that deck.
0xDAD2C4;0x00B27724;00 00;@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and draw from your deck.†Explorer Sacred・Vanguard†Search for 1 card, show it to your opponent, and add it to your hand.†Add, and shuffle that deck.
0xDA5964;0x00B278D4;00 00 00 00;"@0E:""Knowledge's Messenger Locks"" is activated this†When you ride a unit, reveal your top card from your deck.†Look at up to 7 cards from the top, ""Truth's Guardian""†Guardian Locke or Guardian Judge Locke†Search for 1 card, show it to your opponent, and add it to your hand.†Add, and shuffle that deck."
0xDA6154;0x00B27ADC;00 00 00 00;"@0E:""Shadow Dragon Magatsuブレス"" is this unit†When you ride a unit, your deck's†Look at the top 7 cards and ""Stealth Dragon Maga""†""Stormstruck"" or ""Ninjutsu Magatsumeil""†Search for 1 card, show it to your opponent, and add it to your hand.†Add, and shuffle that deck."
0xDAD36C;0x00B27CB0;00 00;@0E:[@15 ①,@14This unit gains†@02When it appears, pay the cost to activate.†Pay and draw from your deck.†Shinogurei Soldier Garnet Star・Dragon†Search for 1 card, show it to your opponent, and add it to your hand.†Add, and shuffle that deck.
0xDA51AC;0x00B27E68;00 00;"@0D@03   :[@15①, your《シャド†ウパラディン》Select 2 of your Vanguard cards†But, to make you retreat] from your deck, ""Fu""†Phantom・Blaster・Overload†Search for up to 1 card, show it to your opponent, and add it to your hand.†In addition, shuffle that deck."
0xDA6FEC,0xDA7404;0x00B27FF4;00 00;"@0E:[@15This unit gains@02with†When this card appears, you may pay its cost. Pay†If so, draw five cards from the top of your deck.†Check out ""Schwarzschild""!・Dragon†Search for up to 1 card, show it to your opponent, and add it to your hand.†In addition, shuffle that deck."
0xDA9324,0xDA9B04,0xDAC2CC,0xDAD574,0xDAD674;0x00B281BC;00 00 00 00;@0D@03   :[@15Activate this unit†Place on Soul: From the top of your deck†Look at up to 5 cards and select a Grade 3 or higher card†Draw up to 1 card, show it to your opponent, then add it to your hand.†In addition, shuffle that deck.
0xDAAE64;0x00B28340;00 00;"@0E:[@14This unit gains@00with†When you summon it, your《バミューダ△》†If there's a Vanguard in play, then cost to†You may pay. After paying, your deck.†Look at the top 7 cards and ""Mirror Song Maiden Bi""†Search for ""Ske"" card 1 or fewer, show it to your opponent, then discard it.†Add the card and shuffle the deck mountain."
0xDA6C54;0x00B2855C;00 00;"@0E:""Silent Ripple Sotiriou"" arrives!†when you ride this unit onto your field,†Draw up to 7 cards from the top of your deck and look at them. ""Roaring Wave""†""Pattern Zinobius"" or ""Rising Ripple Pav""†Search for up to 1 ""Loss"" card, show it to your opponent, and add it to your hand.†Add the card and shuffle the deck mountain."
0xDA4E14;0x00B28760;00 00;@0E:From your hand, select Grade 3 cards†《ディメンジョンポリス》Choose 1 card,†Discard this unit@00appears in†When necessary, I can pay costs. After paying,†From your deck, summon Inuguman・Strut†Search for up to 1 card, show it to your opponent, and put it into your hand.†Add the card and shuffle the deck mountain.
0xDABE8C,0xDABE9C,0xDAC0A4,0xDAC0B4;0x00B2895C;00 00 00 00;"@0E:This unit can@00from your hand†When returned, your card name will have ""Li"" added to it.†If there are Vanguard units that include 「イト」,†From your deck, summon Duo: Fantasy Eyes Ra†Search for ""Muli"" card up to 1 time, show it to your opponent, and put it in your hand.†Add the card and shuffle the deck mountain."
0xDABEBC,0xDAC0D4;0x00B28B38;00 00;@0E@03   @27     @25(Your†@02The G Zone has a face-up G Unit.†Effective with one or more cards):This unit can†When you are in状态, your deck's†Look at the top 5 cards and select Grade 3 or higher cards.†Draw one card at most, show it to your opponent, and put it aside.†Add the card and shuffle the deck mountain.
0xDA475C;0x00B28D68;00 00 00 00;@0E:This unit can@01appeared in this battle†When, from your deck,《グランブルー》†Search for 1 card and place it in the Drop Zone†Shuffle your deck.
0xDA5844;0x00B28E6C;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ペイル†ムーン》If there's a Vanguard here,†Cost it if you will. Then...†from your Grade 2 or lower card in your Main Deck《ペイ†ルムーン》Search for 1 card or Soul†Place it and shuffle that deck stack.
0xDAC43C;0x00B29010;00 00 00 00;@0E:This unit can@02appeared in this battle†At this time, choose 1 Rearguard from yours.†From your deck, draw a unit with the same grade.†Search for up to 3 named cards and add them to your Soul.†Place it and shuffle that deck stack.
0xDA82CC;0x00B29164;00 00;"@0D@03   :[Send this unit to Soul]†Place [Card] Look at the top 5 cards from your deck.†Grade 3 and Grade 2 and Grade†1 whose card name contains ""Silver Thorn""†Choose up to one each, and soul charge.†Place it and shuffle that deck stack."
0xDAC4FC;0x00B292F0;00 00;@0E:This unit can@02appeared in this battle†At times, search one card from your deck and show Sou.†Place it on the table and shuffle that deck.
0xDA91CC;0x00B293C8;00 00;"@0E@03   :[Evacuate this unit]†This unit's name contains†Units containing ""Explorer"" in their name@0C(Boo†During battle, attack if possible.†When hit by Ngard, pay cost†That's fair. After paying, you draw from your deck.†Cards containing ""Explorer"" in their card name†Search for 1 card or fewer@00with@10Call out!†And shuffle your deck."
0xDA639C;0x00B29600;00 00;"@0E:[@15Your Endphase Begins†During this turn, this unit can@00From there drop;†When placed in your Pzone, your《グ†レートネイチャー》of Vanguard†If you're there, I'll pay the cost.†If so, your deck will reveal ""Vocal""・Chi†Find up to 1 Kin card,@00Call it†And shuffle your deck."
0xDA65DC,0xDA69F4;0x00B297B4;00 00 00 00;"@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ロイヤ†ルパラディン》There's a Vanguard here.†Then, you may pay the cost. After paying it,†from your deck list card names†""Gem Knight"" and lower grade cards†You may search for 1 card or fewer.@00Call it†And shuffle your deck."
0xDAC26C;0x00B299A0;00 00 00 00;"@0E@03   :[@14This unit's†Attack hits your Vanguard.†When, your other card names contain†Three Rearguard Cards include ""Gem Knight""†Then I'll pay the cost.†if one of your cards in your deck has a name that includes†""Gem Knight"" and lower grade cards†You may search for 1 card or fewer.@00Call it†And shuffle your deck."
0xDAD5A4;0x00B29BF8;00 00 00 00;"@0E:[@15Card name contains ""Gem Knight""†that include this unit]@00with†When this card appears, you may pay its cost. Pay†if a card named†""Gem Knight"" and lower grade cards†You may search for 1 card or fewer.@00Call it†And shuffle your deck."
0xDA6544,0xDA695C;0x00B29DF8;00 00 00 00;"@0D@05   :[@15Card name on†Cards containing ""Gem Knight"" are in your deck.†From the deck, select a card whose name contains ""Gem Knight""†You may search for 1 card or fewer.@00Call it†And shuffle your deck."
0xDAD3C4;0x00B29F6C;00 00;"@0E@05   :Choose one card from your hand.†But by discarding this unit, attack with it†When it hits with Vanguard, cost†You may pay 10000 power points. After paying, your†From the deck, draw a card with ""Explorer"" in its name†You may search for 1 card or fewer.@00Call it†And shuffle your deck."
0xDAA21C,0xDAA5EC;0x00B2A138;00 00 00 00;@0E@05   :Choose one card from your hand.†But... discard this unit...]@22Did it†Then, pay the cost if you wish. Pay it, and then...†From your deck, your@02in there†You may use up to 2 cards with the same unit name.†Search, show to your opponent, and then choose one card from among them.†But, add to your hand and leave the rest.@00Call it†And shuffle your deck.
0xDA91E4;0x00B2A380;00 00 00 00;@0E@25(Your@02G Zone†(Effective if you have 1 or more G Units on the Reverse Side):†This unit can@00When it appears, other†You may choose up to 2 of your units.†During that turn,@07You may +3000.@07†If +3000, put this unit on the deck.†Return and shuffle that deck.
0xDA92EC;0x00B2A564;00 00 00 00;@0E@03   @25(Your@02GaG†There are one or more face-up G Units in the Zone†While effective):This unit can@0C(Booth)†When this battle ends, during your other turn†Choose 1 of your Vanguard cards.@11Do it.†I.@11Then place this unit on the deck.†Return and shuffle that deck.
0xDA6CF4,0xDA6D1C;0x00B2A71C;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《かげろ†う》If there's a Vanguard here, let's go!†You may pay 10000 power points. After paying, your†Draw the top card from your deck and put it into the Damage Zone.†place it there, and at the end of your turn, you†from your Damage Zone and shuffle one card into your Deck.†Return it and shuffle that deck stack.
0xDA624C;0x00B2A920;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《むらく†も》If there's a Vanguard here, let's go!†You may pay 10000 power points. After paying, your†Draw the top card from your deck and put it into the Damage Zone.†place it there, and at the end of your turn, you†from your Damage Zone and shuffle one card into your Deck.†Return it and shuffle that deck stack.
0xDA6CB4,0xDA6CBC;0x00B2AB24;00 00 00 00;@0E:[@15This unit gains@02Ka†@00When it appears on the field, your《ジェネ†シス》If there's a Vanguard here, let's go!†You may pay the cost. After paying,†from the top of your deck, place 1 card in the Damage Zone†Place this card on your side area, and at the end of your turn, you†Choose 1 card from your Damage Zone and shuffle it back into your Deck.†Put it back into the deck and shuffle the deck.
0xDA773C;0x00B2AD34;00 00;@0E@03   :[@15Activate this unit†Place on Soul: Your Ride Phase†At start phase, your《エンジェルフェ†ザー》If there's a Vanguard here, let's go!†You may pay the cost. After paying,†from the top of your deck, place 1 card in the Damage Zone†Place this card on your side area, and at the end of your turn, you†Choose 1 card from your Damage Zone and shuffle it back into your Deck.†Put it back into the deck and shuffle the deck.
0xDA4414,0xDA454C,0xDAA94C;0x00B2AF60;00 00 00 00;@0E@03   :[@14This unit gains†When attacking, you may pay costs.†If you pay this cost during this battle, this unit...†To's@07+5000 and then, that battle clause†At Z Step start, move this unit to the deck.†Put it back into the deck and shuffle the deck.
